Category,City,Country & State (group),Country,Customer ID,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Technology,Sandy Springs,south coast,United States,TB-21355,Todd Boyes,0,1,5/18/2017,,30328,TEC-PH-10002350,Apple EarPods with Remote and Mic,15.6744,2,South,4427,55.98,Corporate,5/19/2017,First Class,Georgia,Phones
Technology,Macon,south coast,United States,KC-16255,Karen Carlisle,0,1,9/8/2014,,31204,TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,12.8583,3,South,1279,32.97,Corporate,9/11/2014,First Class,Georgia,Accessories
Technology,Macon,south coast,United States,KC-16255,Karen Carlisle,0,1,9/8/2014,,31204,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",30.1968,4,South,1280,83.88,Corporate,9/11/2014,First Class,Georgia,Accessories
Technology,Sandy Springs,south coast,United States,TB-21355,Todd Boyes,0,1,5/18/2017,,30328,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,15.6375,5,South,4425,34.75,Corporate,5/19/2017,First Class,Georgia,Phones
Technology,Chesapeake,Other,United States,ND-18460,Neil Ducich,0,1,2/6/2014,,23320,TEC-PH-10001615,AT&T CL82213,42.0355,5,South,2000,144.95,Corporate,2/9/2014,First Class,Virginia,Phones
Technology,Springfield,Other,United States,CC-12610,Corey Catlett,0,1,8/27/2014,12/20/4688,22153,TEC-PH-10000455,GE 30522EE2,168.1855,5,South,3483,579.95,Corporate,8/29/2014,First Class,Virginia,Phones
Technology,Mobile,south coast,United States,MC-17425,Mark Cousins,0,1,11/26/2016,,36608,TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,1459.2,8,South,1455,3040,Corporate,11/29/2016,First Class,Alabama,Machines
Technology,Raleigh,Other,United States,FA-14230,Frank Atkinson,0.2,1,7/2/2015,,27604,TEC-PH-10003505,Geemarc AmpliPOWER60,8.352000000,1,South,8849,74.24,Corporate,7/4/2015,First Class,North Carolina,Phones
Technology,Lakeland,south coast,United States,MC-17605,Matt Connell,0.2,1,3/19/2014,10/20/3989,33801,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",53.2,2,South,6167,170.24,Corporate,3/21/2014,First Class,Florida,Accessories
Technology,Lakeland,south coast,United States,JE-15610,Jim Epp,0.2,1,6/11/2015,12/20/1720,33801,TEC-PH-10002496,Cisco SPA301,31.198,2,South,3120,249.584,Corporate,6/12/2015,First Class,Florida,Phones
Technology,Lakeland,south coast,United States,MC-17605,Matt Connell,0.2,1,3/19/2014,10/20/3989,33801,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,28.3479,3,South,6161,323.976,Corporate,3/21/2014,First Class,Florida,Phones
Technology,Miami,south coast,United States,JS-15595,Jill Stevenson,0.2,1,10/25/2016,,33180,TEC-PH-10000984,Panasonic KX-TG9471B,78.396,5,South,2801,783.96,Corporate,10/28/2016,First Class,Florida,Phones
Technology,Greensboro,Other,United States,KL-16555,Kelly Lampkin,0.2,1,11/4/2017,,27405,TEC-PH-10002483,Motorola Moto X,118.9965,5,South,3800,1359.96,Corporate,11/5/2017,First Class,North Carolina,Phones
Technology,Jacksonville,Other,United States,AS-10045,Aaron Smayling,0.5,1,1/2/2017,11/20/3481,28540,TEC-MA-10002178,Cisco CP-7937G Unified IP Conference Station Phone,-27.828,2,South,1341,695.7,Corporate,1/4/2017,First Class,North Carolina,Machines
Technology,San Francisco,west coast,United States,SC-20260,Scott Cohen,0,1,8/31/2015,11/20/1514,94122,TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,15.6993,1,West,2356,36.51,Corporate,9/2/2015,First Class,California,Accessories
Technology,Riverside,west coast,United States,JD-15895,Jonathan Doherty,0,1,7/20/2014,12/20/7866,92503,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",15.0984,2,West,8130,41.94,Corporate,7/23/2014,First Class,California,Accessories
Technology,San Francisco,west coast,United States,TS-21205,Thomas Seio,0,1,11/17/2014,,94109,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,7.998400000,2,West,3262,99.98,Corporate,11/19/2014,First Class,California,Accessories
Technology,North Las Vegas,west coast,United States,RB-19645,Robert Barroso,0,1,3/22/2016,10/20/7615,89031,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,19.3314,2,West,1672,58.58,Corporate,3/25/2016,First Class,Nevada,Accessories
Technology,Los Angeles,west coast,United States,AM-10360,Alice McCarthy,0,1,3/23/2015,,90008,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,86.3892,3,West,8881,239.97,Corporate,3/25/2015,First Class,California,Accessories
Technology,La Quinta,west coast,United States,LO-17170,Lori Olson,0,1,9/6/2015,,92253,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,18.0648,4,West,2536,46.32,Corporate,9/8/2015,First Class,California,Accessories
Technology,Los Angeles,west coast,United States,GK-14620,Grace Kelly,0,1,12/25/2016,,90049,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,76.272,7,West,1808,254.24,Corporate,12/28/2016,First Class,California,Accessories
Technology,Seattle,west coast,United States,MZ-17515,Mary Zewe,0,1,11/11/2014,12/20/8524,98115,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,15.3195,7,West,9615,102.13,Corporate,11/13/2014,First Class,Washington,Accessories
Technology,Seattle,west coast,United States,FH-14365,Fred Hopkins,0,1,3/19/2015,11/20/1829,98115,TEC-CO-10001766,Canon PC940 Copier,1480.4671,7,West,1645,3149.93,Corporate,3/20/2015,First Class,Washington,Copiers
Technology,Tempe,Other,United States,ES-14080,Erin Smith,0.2,1,10/2/2014,10/20/8189,85281,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,-0.089500000,1,West,3229,7.16,Corporate,10/5/2014,First Class,Arizona,Accessories
Technology,Denver,Other,United States,CC-12610,Corey Catlett,0.2,1,10/10/2016,,80219,TEC-PH-10002583,iOttie HLCRIO102 Car Mount,-2.9985,1,West,7969,15.992,Corporate,10/12/2016,First Class,Colorado,Phones
Technology,Springfield,west coast,United States,DK-12835,Damala Kotsonis,0.2,1,10/21/2017,,97477,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,6.745,2,West,1905,28.4,Corporate,10/22/2017,First Class,Oregon,Accessories
Technology,Fairfield,west coast,United States,DH-13075,Dave Hallsten,0.2,1,3/28/2017,,94533,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,53.272,2,West,5742,532.72,Corporate,3/31/2017,First Class,California,Machines
Technology,San Francisco,west coast,United States,NC-18535,Nick Crebassa,0.2,1,4/1/2017,,94110,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,359.9988,2,West,4219,4799.984,Corporate,4/3/2017,First Class,California,Machines
Technology,Tempe,Other,United States,ES-14080,Erin Smith,0.2,1,10/2/2014,10/20/8189,85281,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,107.46,2,West,3225,318.4,Corporate,10/5/2014,First Class,Arizona,Phones
Technology,Tucson,Other,United States,AB-10600,Ann Blume,0.2,1,11/10/2017,,85705,TEC-PH-10002563,Adtran 1202752G1,15.1188,2,West,1367,201.584,Corporate,11/11/2017,First Class,Arizona,Phones
Technology,Springfield,west coast,United States,KB-16585,Ken Black,0.2,1,11/14/2015,,97477,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,4.558800000,3,West,5722,91.176,Corporate,11/17/2015,First Class,Oregon,Accessories
Technology,San Francisco,west coast,United States,SC-20260,Scott Cohen,0.2,1,8/31/2015,11/20/1514,94122,TEC-MA-10000597,Lexmark S315 Color Inkjet Printer,80.9919,3,West,2357,239.976,Corporate,9/2/2015,First Class,California,Machines
Technology,Spokane,west coast,United States,DL-13495,Dionis Lloyd,0.2,1,10/7/2016,12/20/7649,99207,TEC-MA-10001972,Okidata C331dn Printer,62.820000000,3,West,4751,837.6,Corporate,10/9/2016,First Class,Washington,Machines
Technology,Tempe,Other,United States,ES-14080,Erin Smith,0.2,1,10/2/2014,10/20/8189,85281,TEC-PH-10001557,Pyle PMP37LED,20.1579,3,West,3228,230.376,Corporate,10/5/2014,First Class,Arizona,Phones
Technology,Springfield,west coast,United States,KB-16585,Ken Black,0.2,1,11/14/2015,,97477,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,29.994,4,West,5723,159.968,Corporate,11/17/2015,First Class,Oregon,Accessories
Technology,Los Angeles,west coast,United States,BP-11095,Bart Pistole,0.2,1,12/19/2014,,90008,TEC-PH-10002085,Clarity 53712,15.8376,4,West,8796,211.168,Corporate,12/21/2014,First Class,California,Phones
Technology,Los Angeles,west coast,United States,JD-16150,Justin Deggeller,0.2,1,11/16/2014,11/20/9144,90008,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,-17.9928,4,West,8709,79.968,Corporate,11/18/2014,First Class,California,Phones
Technology,San Francisco,west coast,United States,JO-15145,Jack O'Briant,0.2,1,10/27/2017,,94110,TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,34.742,4,West,4025,95.84,Corporate,10/28/2017,First Class,California,Phones
Technology,Los Angeles,west coast,United States,BP-11095,Bart Pistole,0.2,1,12/19/2014,,90008,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,72.975000000,5,West,8795,583.8,Corporate,12/21/2014,First Class,California,Phones
Technology,Los Angeles,west coast,United States,JM-15655,Jim Mitchum,0.2,1,10/27/2017,,90032,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,7.196,5,West,7620,71.96,Corporate,10/29/2017,First Class,California,Phones
Technology,Tucson,Other,United States,AB-10600,Ann Blume,0.2,1,11/10/2017,,85705,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,-35.9928,6,West,1366,239.952,Corporate,11/11/2017,First Class,Arizona,Accessories
Technology,Aurora,Other,United States,TP-21565,Tracy Poddar,0.2,1,1/14/2017,,80013,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,-14.7931,7,West,4165,169.064,Corporate,1/16/2017,First Class,Colorado,Accessories
Technology,Los Angeles,west coast,United States,GK-14620,Grace Kelly,0.2,1,12/25/2016,,90049,TEC-PH-10002200,Samsung Galaxy Note 2,257.5944,7,West,1806,2575.944,Corporate,12/28/2016,First Class,California,Phones
Technology,San Francisco,west coast,United States,AY-10555,Andy Yotov,0.2,1,12/18/2016,,94110,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,6.6976,7,West,8908,66.976,Corporate,12/20/2016,First Class,California,Phones
Technology,Tucson,Other,United States,AB-10600,Ann Blume,0.7,1,11/10/2017,,85705,TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner,-63.996,2,West,1365,95.994,Corporate,11/11/2017,First Class,Arizona,Machines
Technology,Lawrence,east coast,United States,BP-11095,Bart Pistole,0,1,9/24/2017,,01841,TEC-PH-10000984,Panasonic KX-TG9471B,109.7544,2,East,5595,391.98,Corporate,9/24/2017,Same Day,Massachusetts,Phones
Technology,New York City,east coast,United States,KD-16495,Keith Dawkins,0,1,11/8/2015,11/20/4811,10024,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,142.9948,2,East,8203,549.98,Corporate,11/8/2015,Same Day,New York,Phones
Technology,Lawrence,east coast,United States,BP-11095,Bart Pistole,0,1,9/24/2017,,01841,TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,131.355,3,East,5596,437.85,Corporate,9/24/2017,Same Day,Massachusetts,Phones
Technology,New York City,east coast,United States,BF-11020,Barry Französisch,0,1,10/30/2015,,10024,TEC-MA-10004552,Star Micronics TSP100 TSP143LAN Receipt Printer,269.308,4,East,8478,1035.8,Corporate,10/30/2015,Same Day,New York,Machines
Technology,New York City,east coast,United States,KD-16495,Keith Dawkins,0,1,11/8/2015,11/20/4811,10024,TEC-MA-10000045,Zebra ZM400 Thermal Label Printer,2229.024,4,East,8205,4643.8,Corporate,11/8/2015,Same Day,New York,Machines
Technology,Lorain,east coast,United States,JM-15655,Jim Mitchum,0.2,1,12/12/2016,,44052,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,76.7904,6,East,4036,383.952,Corporate,12/12/2016,Same Day,Ohio,Accessories
Technology,Philadelphia,east coast,United States,BP-11185,Ben Peterman,0.2,1,8/27/2017,,19120,TEC-AC-10001908,Logitech Wireless Headset h800,209.979,14,East,8936,1119.888,Corporate,8/27/2017,Same Day,Pennsylvania,Accessories
Technology,Newark,east coast,United States,DR-12880,Dan Reichenbach,0.4,1,12/27/2017,,43055,TEC-PH-10000576,AT&T 1080 Corded phone,-35.6174,2,East,2570,164.388,Corporate,12/27/2017,Same Day,Ohio,Phones
Technology,Newark,east coast,United States,NG-18355,Nat Gilpin,0.4,1,11/12/2017,,43055,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,-92.6955,3,East,1866,370.782,Corporate,11/12/2017,Same Day,Ohio,Phones
Technology,Columbus,east coast,United States,MY-18295,Muhammed Yedwab,0.4,1,11/24/2014,10/20/5984,43229,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),-209.994,5,East,3834,1049.97,Corporate,11/24/2014,Same Day,Ohio,Phones
Technology,Philadelphia,east coast,United States,EA-14035,Erin Ashbrook,0.7,1,7/10/2016,,19143,TEC-MA-10000904,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",-319.1916,3,East,7238,341.991,Corporate,7/10/2016,Same Day,Pennsylvania,Machines
Technology,Southaven,south coast,United States,CB-12535,Claudia Bergmann,0,1,3/5/2017,,38671,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,125.9874,3,South,5950,299.97,Corporate,3/5/2017,Same Day,Mississippi,Accessories
Technology,Riverside,west coast,United States,TS-21205,Thomas Seio,0.2,1,8/1/2016,,92503,TEC-PH-10002885,Apple iPhone 5,90.976200000,2,West,7770,1039.728,Corporate,8/1/2016,Same Day,California,Phones
Technology,San Francisco,west coast,United States,MW-18235,Mitch Willingham,0.2,1,11/16/2017,,94122,TEC-MA-10000488,Bady BDG101FRU Card Printer,215.9973,3,West,3299,1919.976,Corporate,11/16/2017,Same Day,California,Machines
Technology,Huntington Beach,west coast,United States,HR-14830,Harold Ryan,0.2,1,7/24/2017,,92646,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,839.986,5,West,6902,2399.96,Corporate,7/24/2017,Same Day,California,Copiers
Technology,Yuma,Other,United States,TH-21235,Tiffany House,0.2,1,5/14/2016,10/20/8224,85364,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,48.7011,7,West,7280,185.528,Corporate,5/14/2016,Same Day,Arizona,Accessories
Technology,Indianapolis,Other,United States,HW-14935,Helen Wasserman,0,1,6/1/2017,12/20/1559,46203,TEC-AC-10001714,Logitech MX Performance Wireless Mouse,14.7593,1,Central,9951,39.89,Corporate,6/3/2017,Second Class,Indiana,Accessories
Technology,Indianapolis,Other,United States,HW-14935,Helen Wasserman,0,1,6/1/2017,12/20/1559,46203,TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,15.9543,3,Central,9950,83.97,Corporate,6/3/2017,Second Class,Indiana,Accessories
Technology,Des Moines,Other,United States,DM-13345,Denise Monton,0,1,11/21/2016,11/20/4482,50315,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,109.3338,3,Central,3523,404.94,Corporate,11/25/2016,Second Class,Iowa,Phones
Technology,Ann Arbor,Other,United States,BM-11650,Brian Moss,0,1,10/9/2015,12/20/4107,48104,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,8.4564,3,Central,5717,29.16,Corporate,10/12/2015,Second Class,Michigan,Phones
Technology,Ann Arbor,Other,United States,BM-11650,Brian Moss,0,1,10/9/2015,12/20/4107,48104,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,111.591,5,Central,5716,619.95,Corporate,10/12/2015,Second Class,Michigan,Accessories
Technology,Saint Paul,Other,United States,QJ-19255,Quincy Jones,0,1,12/8/2016,,55106,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,2.299000000,5,Central,1299,114.95,Corporate,12/12/2016,Second Class,Minnesota,Phones
Technology,Milwaukee,Other,United States,SH-19975,Sally Hughsby,0,1,7/25/2016,,53209,TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,83.314,5,Central,9893,297.55,Corporate,7/28/2016,Second Class,Wisconsin,Phones
Technology,Milwaukee,Other,United States,SH-19975,Sally Hughsby,0,1,7/25/2016,,53209,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,48.4575,7,Central,9892,124.25,Corporate,7/28/2016,Second Class,Wisconsin,Accessories
Technology,Port Arthur,south coast,United States,CA-11965,Carol Adams,0.2,1,11/21/2015,10/20/5690,77642,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,164.997,1,Central,4287,439.992,Corporate,11/26/2015,Second Class,Texas,Copiers
Technology,Dallas,south coast,United States,NC-18535,Nick Crebassa,0.2,1,11/29/2016,,75217,TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,16.7946,2,Central,3612,58.416,Corporate,12/1/2016,Second Class,Texas,Accessories
Technology,Laredo,south coast,United States,SP-20620,Stefania Perrino,0.2,1,12/30/2014,10/20/4738,78041,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,14.3952,2,Central,3309,47.984,Corporate,1/1/2015,Second Class,Texas,Accessories
Technology,Mcallen,south coast,United States,MP-17965,Michael Paige,0.2,1,4/18/2015,,78501,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",8.2848,2,Central,9297,41.424,Corporate,4/22/2015,Second Class,Texas,Accessories
Technology,San Marcos,south coast,United States,MC-17590,Matt Collister,0.2,1,5/20/2014,,78666,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,-3.6372,2,Central,8583,20.784,Corporate,5/22/2014,Second Class,Texas,Accessories
Technology,Chicago,Other,United States,BN-11470,Brad Norvell,0.2,1,3/14/2017,11/20/4370,60623,TEC-PH-10000213,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,4.9616,2,Central,8440,49.616,Corporate,3/17/2017,Second Class,Illinois,Phones
Technology,Laredo,south coast,United States,SP-20620,Stefania Perrino,0.2,1,12/30/2014,10/20/4738,78041,TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",19.0386,2,Central,3306,217.584,Corporate,1/1/2015,Second Class,Texas,Phones
Technology,Mcallen,south coast,United States,MP-17965,Michael Paige,0.2,1,4/18/2015,,78501,TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,6.123000000,2,Central,9302,97.968,Corporate,4/22/2015,Second Class,Texas,Phones
Technology,El Paso,south coast,United States,BP-11095,Bart Pistole,0.2,1,11/30/2017,,79907,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,-10.7973,3,Central,6936,95.976,Corporate,12/3/2017,Second Class,Texas,Accessories
Technology,Houston,south coast,United States,DS-13180,David Smith,0.2,1,9/4/2015,,77095,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,6.718800000,3,Central,4617,134.376,Corporate,9/7/2015,Second Class,Texas,Accessories
Technology,Houston,south coast,United States,LA-16780,Laura Armstrong,0.2,1,12/23/2016,,77041,TEC-PH-10004345,Cisco SPA 502G IP Phone,35.985,3,Central,8560,287.88,Corporate,12/26/2016,Second Class,Texas,Phones
Technology,Houston,south coast,United States,LA-16780,Laura Armstrong,0.2,1,12/23/2016,,77041,TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,14.8365,3,Central,8561,131.88,Corporate,12/26/2016,Second Class,Texas,Phones
Technology,Houston,south coast,United States,LA-16780,Laura Armstrong,0.2,1,12/23/2016,,77041,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,39.6879,3,Central,8558,453.576,Corporate,12/26/2016,Second Class,Texas,Phones
Technology,Laredo,south coast,United States,SP-20620,Stefania Perrino,0.2,1,12/30/2014,10/20/4738,78041,TEC-PH-10000576,AT&T 1080 Corded phone,28.7679,3,Central,3307,328.776,Corporate,1/1/2015,Second Class,Texas,Phones
Technology,Chicago,Other,United States,RW-19630,Rob Williams,0.2,1,12/9/2016,,60610,TEC-AC-10000199,Kingston Digital DataTraveler 8GB USB 2.0,-1.428,4,Central,4982,19.04,Corporate,12/13/2016,Second Class,Illinois,Accessories
Technology,Dallas,south coast,United States,EM-13825,Elizabeth Moffitt,0.2,1,11/5/2017,11/20/4258,75081,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,55.436400000,4,Central,3462,492.768,Corporate,11/10/2017,Second Class,Texas,Phones
Technology,Mcallen,south coast,United States,MP-17965,Michael Paige,0.2,1,4/18/2015,,78501,TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,24.4768,4,Central,9298,244.768,Corporate,4/22/2015,Second Class,Texas,Phones
Technology,Chicago,Other,United States,GG-14650,Greg Guthrie,0.2,1,11/27/2016,12/20/9686,60623,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,19.5,6,Central,1773,62.4,Corporate,11/29/2016,Second Class,Illinois,Accessories
Technology,Houston,south coast,United States,AR-10345,Alex Russell,0.2,1,9/8/2017,12/20/6396,77070,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,20.235,6,Central,5768,85.2,Corporate,9/12/2017,Second Class,Texas,Accessories
Technology,Arlington,south coast,United States,SC-20230,Scot Coram,0.2,1,7/8/2016,,76017,TEC-PH-10004345,Cisco SPA 502G IP Phone,107.955,9,Central,1923,863.64,Corporate,7/10/2016,Second Class,Texas,Phones
Technology,Houston,south coast,United States,FH-14275,Frank Hawley,0.4,1,7/3/2017,12/20/1503,77041,TEC-MA-10003674,Hewlett-Packard Deskjet 5550 Printer,49.761,3,Central,1913,597.132,Corporate,7/6/2017,Second Class,Texas,Machines
Technology,New York City,east coast,United States,HR-14830,Harold Ryan,0,1,3/17/2015,11/20/0632,10009,TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,2.7036,1,East,2564,15.02,Corporate,3/22/2015,Second Class,New York,Accessories
Technology,New York City,east coast,United States,DM-13525,Don Miller,0,1,9/11/2015,,10035,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,6.7966,1,East,8028,19.99,Corporate,9/15/2015,Second Class,New York,Accessories
Technology,New York City,east coast,United States,KH-16330,Katharine Harms,0,1,11/20/2017,12/20/0404,10035,TEC-PH-10001363,Apple iPhone 5S,170.997,1,East,7928,569.99,Corporate,11/24/2017,Second Class,New York,Phones
Technology,New York City,east coast,United States,BM-11650,Brian Moss,0,1,3/24/2017,,10009,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,11.7,2,East,2105,26,Corporate,3/28/2017,Second Class,New York,Accessories
Technology,Columbia,east coast,United States,BM-11650,Brian Moss,0,1,11/9/2017,,21044,TEC-AC-10004666,Maxell iVDR EX 500GB Cartridge,355.4466,3,East,3183,826.62,Corporate,11/12/2017,Second Class,Maryland,Accessories
Technology,New York City,east coast,United States,KH-16330,Katharine Harms,0,1,11/20/2017,12/20/0404,10035,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,1.3365,3,East,7927,2.97,Corporate,11/24/2017,Second Class,New York,Accessories
Technology,New York City,east coast,United States,PW-19030,Pauline Webber,0,1,12/24/2016,,10009,TEC-PH-10001750,Samsung Rugby III,53.4519,3,East,6831,197.97,Corporate,12/27/2016,Second Class,New York,Phones
Technology,New York City,east coast,United States,MP-17965,Michael Paige,0,1,10/16/2015,11/20/0765,10011,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,214.4922,3,East,6969,824.97,Corporate,10/20/2015,Second Class,New York,Phones
Technology,Warwick,Other,United States,MP-17965,Michael Paige,0,1,7/7/2017,,02886,TEC-AC-10004353,Hypercom P1300 Pinpad,93.24,4,East,2371,252,Corporate,7/9/2017,Second Class,Rhode Island,Accessories
Technology,Warwick,Other,United States,CA-11965,Carol Adams,0,1,12/23/2016,,02886,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,899.982,4,East,6528,1999.96,Corporate,12/28/2016,Second Class,Rhode Island,Copiers
Technology,Buffalo,east coast,United States,SP-20620,Stefania Perrino,0,1,11/13/2017,11/20/2844,14215,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",12.208,4,East,7758,43.6,Corporate,11/16/2017,Second Class,New York,Phones
Technology,Marion,east coast,United States,RS-19765,Roland Schwarz,0.2,1,9/8/2017,,43302,TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,33.5892,4,East,4529,116.832,Corporate,9/10/2017,Second Class,Ohio,Accessories
Technology,Philadelphia,east coast,United States,SC-20770,Stewart Carmichael,0.2,1,3/13/2016,,19134,TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,47.495000000,5,East,7416,379.96,Corporate,3/15/2016,Second Class,Pennsylvania,Accessories
Technology,Newark,east coast,United States,KH-16330,Katharine Harms,0.2,1,6/19/2017,12/20/8944,43055,TEC-AC-10001553,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",1.5291,9,East,7107,122.328,Corporate,6/21/2017,Second Class,Ohio,Accessories
Technology,Philadelphia,east coast,United States,SC-20770,Stewart Carmichael,0.4,1,3/13/2016,,19134,TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,-116.9805,3,East,7417,539.91,Corporate,3/15/2016,Second Class,Pennsylvania,Phones
Technology,Philadelphia,east coast,United States,AR-10345,Alex Russell,0.4,1,12/30/2014,,19143,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,-50.3928,6,East,7359,251.964,Corporate,1/3/2015,Second Class,Pennsylvania,Phones
Technology,Philadelphia,east coast,United States,SC-20770,Stewart Carmichael,0.7,1,3/13/2016,,19134,TEC-MA-10001148,Okidata MB491 Multifunction Printer,-643.71,3,East,7423,449.1,Corporate,3/15/2016,Second Class,Pennsylvania,Machines
Technology,Alexandria,Other,United States,GM-14695,Greg Maxwell,0,1,4/5/2014,10/20/2988,22304,TEC-PH-10001615,AT&T CL82213,8.4071,1,South,3278,28.99,Corporate,4/9/2014,Second Class,Virginia,Phones
Technology,Richmond,Other,United States,FM-14215,Filia McAdams,0,1,3/11/2014,11/20/4790,40475,TEC-AC-10000710,Maxell DVD-RAM Discs,14.1728,2,South,7016,32.96,Corporate,3/13/2014,Second Class,Kentucky,Accessories
Technology,Columbia,Other,United States,JD-15895,Jonathan Doherty,0,1,7/16/2016,,29203,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,18.2352,2,South,6966,75.98,Corporate,7/20/2016,Second Class,South Carolina,Accessories
Technology,Summerville,Other,United States,RS-19765,Roland Schwarz,0,1,11/24/2017,12/20/8300,29483,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,39.55,2,South,2593,79.1,Corporate,11/26/2017,Second Class,South Carolina,Phones
